repository,revision,path,line,reference
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,crystal_db.txt,13701,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260218_133619_ABO3_dmytro_fit_neighbors_calib_scaled_0ac34dfc\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,crystal_db.txt,13703,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163120_ABO3_all_dmytro_89e2b237\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,crystal_db.txt,13750,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163120_ABO3_all_dmytro_89e2b237\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,crystal_db.txt,13751,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163513_ABO3_all_scaled_c7713143\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,crystal_db.txt,13752,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_171159_ABO3_all_scaled_neighbors_nobandpass_b1c2f8ec\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,crystal_db.txt,13753,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260218_133619_ABO3_dmytro_fit_neighbors_calib_scaled_0ac34dfc\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,crystal_db.txt,13755,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163120_ABO3_all_dmytro_89e2b237\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,crystal_db.txt,13802,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163120_ABO3_all_dmytro_89e2b237\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,crystal_db.txt,13803,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163513_ABO3_all_scaled_c7713143\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,crystal_db.txt,13804,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_171159_ABO3_all_scaled_neighbors_nobandpass_b1c2f8ec\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,crystal_db.txt,13805,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260218_133619_ABO3_dmytro_fit_neighbors_calib_scaled_0ac34dfc\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,crystal_db.txt,13807,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163120_ABO3_all_dmytro_89e2b237\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,crystal_db.txt,13854,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163120_ABO3_all_dmytro_89e2b237\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,crystal_db.txt,13855,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163513_ABO3_all_scaled_c7713143\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,crystal_db.txt,13856,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_171159_ABO3_all_scaled_neighbors_nobandpass_b1c2f8ec\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,crystal_db.txt,13857,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260218_133619_ABO3_dmytro_fit_neighbors_calib_scaled_0ac34dfc\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,crystal_db.txt,13859,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163120_ABO3_all_dmytro_89e2b237\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,crystal_db.txt,13906,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163120_ABO3_all_dmytro_89e2b237\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,crystal_db.txt,13907,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163513_ABO3_all_scaled_c7713143\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,crystal_db.txt,13908,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_171159_ABO3_all_scaled_neighbors_nobandpass_b1c2f8ec\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,crystal_db.txt,13909,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260218_133619_ABO3_dmytro_fit_neighbors_calib_scaled_0ac34dfc\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,crystal_db.txt,13911,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163120_ABO3_all_dmytro_89e2b237\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,crystal_db.txt,13958,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163120_ABO3_all_dmytro_89e2b237\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,crystal_db.txt,13959,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163513_ABO3_all_scaled_c7713143\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,crystal_db.txt,13960,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_171159_ABO3_all_scaled_neighbors_nobandpass_b1c2f8ec\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,crystal_db.txt,13961,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260218_133619_ABO3_dmytro_fit_neighbors_calib_scaled_0ac34dfc\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,crystal_db.txt,13963,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163120_ABO3_all_dmytro_89e2b237\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,crystal_db.txt,14010,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163120_ABO3_all_dmytro_89e2b237\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,crystal_db.txt,14011,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163513_ABO3_all_scaled_c7713143\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,crystal_db.txt,14012,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_171159_ABO3_all_scaled_neighbors_nobandpass_b1c2f8ec\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,crystal_db.txt,14013,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260218_133619_ABO3_dmytro_fit_neighbors_calib_scaled_0ac34dfc\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,crystal_db.txt,14015,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163120_ABO3_all_dmytro_89e2b237\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,crystal_db.txt,14062,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163120_ABO3_all_dmytro_89e2b237\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,crystal_db.txt,14063,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163513_ABO3_all_scaled_c7713143\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,crystal_db.txt,14064,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_171159_ABO3_all_scaled_neighbors_nobandpass_b1c2f8ec\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,crystal_db.txt,14065,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260218_133619_ABO3_dmytro_fit_neighbors_calib_scaled_0ac34dfc\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,crystal_db.txt,14067,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\QLIP_Outputs\\SPP\\runs\\20260217_163120_ABO3_all_dmytro_89e2b237\\spp_root
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,crystal_db.txt,30137,C:\Users\brown\Documents\GitHub\Crystal-DB\data\phase6_mp_10k.db`.
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,crystal_db.txt,30138,C:\Users\brown\Documents\GitHub\SPP-Maker-QLIP\QLIP_Outputs\SPP\runs`.
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,crystal_db.txt,30293,C:\Users\brown\Documents\GitHub\Crystal-DB\data\phase6_mp_10k.db`
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,crystal_db.txt,30294,C:\Users\brown\Documents\GitHub\SPP-Maker-QLIP\QLIP_Outputs\SPP\runs`
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,crystal_db.txt,30380,C:\Users\brown\Documents\GitHub\Crystal-DB\artifacts\skill_loop_smoke_suite.json | ConvertFrom-Json
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,crystal_db.txt,30381,C:\Users\brown\Documents\GitHub\Skill-Loop-CSP
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,crystal_db.txt,30387,C:\Users\brown\Documents\GitHub\Crystal-DB\artifacts\skill_loop_smoke_suite.json`
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,crystal_db.txt,30819,C:\Users\brown\Documents\GitHub\Crystal-DB
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,crystal_db.txt,30852,C:\\Users\\brown\\Documents\\GitHub\\Crystal-DB
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,crystal_db.txt,31545,C:\Users\brown\Documents\GitHub\SPP-Maker-QLIP\QLIP_Outputs\SPP\runs
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,crystal_db.txt,32825,C:\\Users\\brown\\Documents\\GitHub\\Crystal-DB\\artifacts\\skill_loop_smoke_suite.json | ConvertFrom-Json
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,crystal_db.txt,32826,C:\\Users\\brown\\Documents\\GitHub\\Skill-Loop-CSP
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,docs/material_capability_audit.md,5,C:\Users\brown\Documents\GitHub\Crystal-DB\data\phase6_mp_10k.db`.
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,docs/material_capability_audit.md,6,C:\Users\brown\Documents\GitHub\SPP-Maker-QLIP\QLIP_Outputs\SPP\runs`.
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,docs/material_test_candidate_audit.md,5,C:\Users\brown\Documents\GitHub\Crystal-DB\data\phase6_mp_10k.db`
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,docs/material_test_candidate_audit.md,6,C:\Users\brown\Documents\GitHub\SPP-Maker-QLIP\QLIP_Outputs\SPP\runs`
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,docs/material_test_candidate_audit.md,92,C:\Users\brown\Documents\GitHub\Crystal-DB\artifacts\skill_loop_smoke_suite.json | ConvertFrom-Json
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,docs/material_test_candidate_audit.md,93,C:\Users\brown\Documents\GitHub\Skill-Loop-CSP
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,docs/material_test_candidate_audit.md,99,C:\Users\brown\Documents\GitHub\Crystal-DB\artifacts\skill_loop_smoke_suite.json`
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,mcp_server/README.md,8,C:\Users\brown\Documents\GitHub\Crystal-DB
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,mcp_server/README.md,41,C:\\Users\\brown\\Documents\\GitHub\\Crystal-DB
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,scripts/audit_material_capabilities.py,27,C:\Users\brown\Documents\GitHub\SPP-Maker-QLIP\QLIP_Outputs\SPP\runs
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,scripts/audit_material_test_candidates.py,710,C:\\Users\\brown\\Documents\\GitHub\\Crystal-DB\\artifacts\\skill_loop_smoke_suite.json | ConvertFrom-Json
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,scripts/audit_material_test_candidates.py,711,C:\\Users\\brown\\Documents\\GitHub\\Skill-Loop-CSP
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,scripts/audit_result_section_candidates.py,24,C:\Users\brown\Documents\GitHub\SPP-Maker-QLIP\QLIP_Outputs\SPP\runs
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,scripts/audit_result_section_candidates.py,636,C:\\Users\\brown\\Documents\\GitHub\\Skill-Loop-CSP\\scripts\\run_prototype_orbit_variable_spp_qlip_smoke.py --pot-dir C:\\Users\\brown\\Downloads\\SPP\\SPP\\SPP\\SPP --require-real-spp --out-root C:\\Users\\brown\\Documents\\GitHub\\Structured_Crystal_Analyser\\local_runs\\result_section_smoke
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,scripts/build_li2feo3_workflow_figure.py,34,C:\Users\brown\Documents\GitHub\Crystal-DB
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,scripts/build_li2feo3_workflow_figure.py,35,C:\Users\brown\Documents\GitHub\Skill-Loop-CSP
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,scripts/build_li2feo3_workflow_figure.py,36,C:\Users\brown\Documents\GitHub\qlip
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,scripts/build_li2feo3_workflow_figure.py,37,C:\Users\brown\Documents\GitHub\SPP-Maker-QLIP
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,scripts/build_paper_result_datasets_from_mp.py,48,C:\Users\brown\Documents\GitHub\SPP-Maker-QLIP\QLIP_Outputs\SPP\runs
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,scripts/build_paper_result_datasets_from_mp.py,890,C:\Users\brown\Documents\GitHub\Skill-Loop-CSP\scripts\run_prototype_orbit_variable_spp_qlip_smoke.py --pot-dir C:\Users\brown\Downloads\SPP\SPP\SPP\SPP --out-root C:\Users\brown\Documents\GitHub\Structured_Crystal_Analyser\local_runs\paper_result_smoke --allow-spp-unavailable
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,scripts/postprocess_spp_only_oxide_benchmark_v4.py,31,C:\Users\brown\Documents\GitHub\Crystal-DB
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,scripts/render_spp_only_oxide_main_paper_figures.py,36,C:\Users\brown\Documents\GitHub\Crystal-DB
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,scripts/render_spp_only_oxide_workflow_figure_v2.py,31,C:\Users\brown\Documents\GitHub\Crystal-DB
SPP-Maker-QLIP,3a2d557811973265f3373ec881cc8057a89789d2,QLIP_Outputs/index.json,59,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\out\\SPP_Runs\\20260218_133047_ABO3_dmytro_fit_neighbors_calib_3b382ffd\\calibrate\\guidance_artifact
SPP-Maker-QLIP,3a2d557811973265f3373ec881cc8057a89789d2,QLIP_Outputs/index.json,84,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\out\\SPP_Runs\\20260514_090416_CoAs2_safflorite_dmytro_fit_neighbors_calib_89617d59\\calibrate\\guidance_artifact
SPP-Maker-QLIP,3a2d557811973265f3373ec881cc8057a89789d2,QLIP_Outputs/index.json,114,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\out\\SPP_Runs\\20260218_133047_ABO3_dmytro_fit_neighbors_calib_3b382ffd\\package
SPP-Maker-QLIP,3a2d557811973265f3373ec881cc8057a89789d2,QLIP_Outputs/index.json,139,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\out\\SPP_Runs\\20260514_090416_CoAs2_safflorite_dmytro_fit_neighbors_calib_89617d59\\package
SPP-Maker-QLIP,3a2d557811973265f3373ec881cc8057a89789d2,QLIP_Outputs/index.json,173,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\out\\real_ABO3\\spp_all
SPP-Maker-QLIP,3a2d557811973265f3373ec881cc8057a89789d2,QLIP_Outputs/index.json,202,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\out\\real_ABO3\\spp_all_scaled
SPP-Maker-QLIP,3a2d557811973265f3373ec881cc8057a89789d2,QLIP_Outputs/index.json,231,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\out\\real_ABO3\\spp_all_scaled_nb
SPP-Maker-QLIP,3a2d557811973265f3373ec881cc8057a89789d2,QLIP_Outputs/index.json,260,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\out\\SPP_Runs\\20260218_133047_ABO3_dmytro_fit_neighbors_calib_3b382ffd\\calibrate\\scaled_spp_root
SPP-Maker-QLIP,3a2d557811973265f3373ec881cc8057a89789d2,QLIP_Outputs/index.json,289,C:\\Users\\brown\\Documents\\GitHub\\SPP-Maker-QLIP\\out\\SPP_Runs\\20260514_090416_CoAs2_safflorite_dmytro_fit_neighbors_calib_89617d59\\calibrate\\scaled_spp_root
SPP-Maker-QLIP,3a2d557811973265f3373ec881cc8057a89789d2,project_context.txt,2,C:\Users\brown\Documents\GitHub\SPP-Maker-QLIP
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/benchmarks/28b2fb0457597dfd/benchmark_report.json,72,C:\\Users\\brown\\Documents\\GitHub\\Skill-Loop-CSP\\.sokllm_workspace_live\\paired\\85dec0a0-470d-5ce3-95b8-eaeb0eae604f\\comparison.json
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/benchmarks/28b2fb0457597dfd/benchmark_report.json,100,C:\\Users\\brown\\Documents\\GitHub\\Skill-Loop-CSP\\.sokllm_workspace_live\\paired\\02faabec-93f9-5906-9dff-27dabe9f1521\\comparison.json
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/benchmarks/28b2fb0457597dfd/benchmark_results.json,3,C:\\Users\\brown\\Documents\\GitHub\\Skill-Loop-CSP\\docs\\branch\\benchmarks\\internal_rediscovery_cases.json
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/benchmarks/28b2fb0457597dfd/benchmark_results.json,16,C:\\Users\\brown\\Documents\\GitHub\\Skill-Loop-CSP\\.sokllm_workspace_live\\paired\\85dec0a0-470d-5ce3-95b8-eaeb0eae604f\\comparison.json
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/benchmarks/28b2fb0457597dfd/benchmark_results.json,44,C:\\Users\\brown\\Documents\\GitHub\\Skill-Loop-CSP\\.sokllm_workspace_live\\paired\\02faabec-93f9-5906-9dff-27dabe9f1521\\comparison.json
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/evals/e2e_report_live.json,2,C:\\Users\\brown\\Documents\\GitHub\\Skill-Loop-CSP\\docs\\branch\\benchmarks\\internal_rediscovery_cases.json
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/evals/e2e_report_live.json,14,C:\\Users\\brown\\Documents\\GitHub\\Skill-Loop-CSP\\.sokllm_workspace_live\\doctor_report.json
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/evals/e2e_report_live.json,20,C:\\Users\\brown\\Documents\\GitHub\\Skill-Loop-CSP\\.sokllm_workspace_live\\evals\\live_llm_e2e_report.json
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/evals/e2e_report_live.json,26,C:\\Users\\brown\\Documents\\GitHub\\Skill-Loop-CSP\\.sokllm_workspace_live\\runs\\41b6c18d-2bbd-53a8-a56b-018390b32225
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/evals/e2e_report_live.json,32,C:\\Users\\brown\\Documents\\GitHub\\Skill-Loop-CSP\\.sokllm_workspace_live\\paired\\ad81fda8-ec20-5494-b63f-7c6b12a868ee\\comparison.json
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/evals/e2e_report_live.json,38,C:\\Users\\brown\\Documents\\GitHub\\Skill-Loop-CSP\\.sokllm_workspace_live\\benchmarks\\28b2fb0457597dfd\\benchmark_report.json
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/experiments/first_crystal/first-crystal-33adc2642266d98e/experiment_manifest.json,3,C:\\Users\\brown\\Documents\\GitHub\\Skill-Loop-CSP\\docs\\branch\\benchmarks\\first_crystal_cases.json
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/experiments/first_crystal/first-crystal-33adc2642266d98e/experiment_manifest.json,12,C:\\Users\\brown\\Documents\\GitHub\\Skill-Loop-CSP\\.sokllm_workspace_live\\optimization\\sessions\\e60d267a-d496-5cea-97f4-c3faeba322c9\\session.json
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/experiments/first_crystal/first-crystal-33adc2642266d98e/experiment_manifest.json,21,C:\\Users\\brown\\Documents\\GitHub\\Skill-Loop-CSP\\.sokllm_workspace_live\\optimization\\sessions\\463298aa-e9f2-50d7-9122-1095710ef30d\\session.json
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/experiments/first_crystal/first-crystal-33adc2642266d98e/experiment_manifest.json,30,C:\\Users\\brown\\Documents\\GitHub\\Skill-Loop-CSP\\.sokllm_workspace_live\\optimization\\sessions\\3ea6e9a0-215d-53e1-8850-edfeaafcb794\\session.json
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/experiments/first_crystal/first-crystal-33adc2642266d98e/experiment_manifest.json,41,C:\\Users\\brown\\Documents\\GitHub\\Skill-Loop-CSP\\.sokllm_workspace_live\\experiments\\first_crystal\\first-crystal-33adc2642266d98e\\first_crystal_summary.json
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/experiments/first_crystal/first-crystal-33adc2642266d98e/first_crystal_summary.json,8,C:\\Users\\brown\\Documents\\GitHub\\Skill-Loop-CSP\\docs\\branch\\benchmarks\\first_crystal_cases.json
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/experiments/first_crystal/first-crystal-33adc2642266d98e/first_crystal_summary.json,16,C:\\Users\\brown\\Documents\\GitHub\\Skill-Loop-CSP\\.sokllm_workspace_live\\runs\\ce9c1697-3d62-5c31-b05c-10401e3448b2\\artifacts\\qlip\\solution.cif
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/experiments/first_crystal/first-crystal-33adc2642266d98e/first_crystal_summary.json,26,C:\\Users\\brown\\Documents\\GitHub\\Skill-Loop-CSP\\.sokllm_workspace_live\\runs\\ce9c1697-3d62-5c31-b05c-10401e3448b2\\artifacts\\qlip\\solution.cif
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/experiments/first_crystal/first-crystal-33adc2642266d98e/first_crystal_summary.json,40,C:\\Users\\brown\\Documents\\GitHub\\Skill-Loop-CSP\\.sokllm_workspace_live\\optimization\\sessions\\e60d267a-d496-5cea-97f4-c3faeba322c9\\session.json
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/experiments/first_crystal/first-crystal-33adc2642266d98e/first_crystal_summary.json,47,C:\\Users\\brown\\Documents\\GitHub\\Skill-Loop-CSP\\.sokllm_workspace_live\\runs\\a9d54ddc-9bc6-51b1-b5a8-da839e58b5ae\\artifacts\\qlip\\solution.cif
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/experiments/first_crystal/first-crystal-33adc2642266d98e/first_crystal_summary.json,57,C:\\Users\\brown\\Documents\\GitHub\\Skill-Loop-CSP\\.sokllm_workspace_live\\runs\\a9d54ddc-9bc6-51b1-b5a8-da839e58b5ae\\artifacts\\qlip\\solution.cif
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/experiments/first_crystal/first-crystal-33adc2642266d98e/first_crystal_summary.json,71,C:\\Users\\brown\\Documents\\GitHub\\Skill-Loop-CSP\\.sokllm_workspace_live\\optimization\\sessions\\463298aa-e9f2-50d7-9122-1095710ef30d\\session.json
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/experiments/first_crystal/first-crystal-33adc2642266d98e/first_crystal_summary.json,78,C:\\Users\\brown\\Documents\\GitHub\\Skill-Loop-CSP\\.sokllm_workspace_live\\runs\\918ee5bd-5fc8-5970-a078-9fa0a02bc8a8\\artifacts\\qlip\\solution.cif
